id,subject,question,similar_question,similarity_score,approach_summary,conceptual,structural,difficulty,transferability,overall,rationale,provider_used,model_used
cea94,Physics,"The image shows a complex electrical circuit with multiple resistors and voltage sources arranged in a closed loop. The circuit includes nodes labeled G, H, A, B, C, D, E, and F. There are several 2-ohm resistors and voltage sources of 4V and 10V connected in a combination of series and parallel configurations. The arrangement forms a network with multiple interconnected loops.","For the given circuit, choose the correct alternative(s):

The image shows a circuit diagram. The circuit includes a voltage source of 20V, a 2-ohm resistor, a 4-ohm resistor, and a 6-ohm resistor. The 4-ohm and 6-ohm resistors are connected in series between points A and B. The 20V voltage source and the 2-ohm resistor are in series. The circuit forms a closed loop.",0.9806,"The current flow in the circuit is calculated using Ohm's law, i.e., i = V/R, where V is the voltage and R is the resistance. The power supplied by the battery is calculated using the formula i²R. The potential drop across the resistors is zero. The current in the wire is equal to the current flowing in the circuit.",2,2,1,1,1.5,"Both describe electrical circuits. However, the first describes a 'complex' circuit with 'multiple interconnected loops,' implying advanced analysis techniques, while the second describes a much simpler series-parallel circuit. The complexity and required solution methods differ significantly.",google,gemini-2.5-flash
cea94,Physics,"The image shows a complex electrical circuit with multiple resistors and voltage sources arranged in a closed loop. The circuit includes nodes labeled G, H, A, B, C, D, E, and F. There are several 2-ohm resistors and voltage sources of 4V and 10V connected in a combination of series and parallel configurations. The arrangement forms a network with multiple interconnected loops.","The image shows a circuit diagram with two voltage sources and three resistors. A 4.5V voltage source is connected in a loop with a 6-ohm resistor and a 3-ohm resistor. Another loop contains a 3V voltage source and a 10-ohm resistor. The current I1 is circulating in the upper loop, and the current I2 is circulating in the lower loop.",0.9813,The problem is solved by applying Kirchhoff's Voltage Law (KVL) to both loops in the circuit to create a system of two equations with two unknowns (I1 and I2). KVL states that the sum of voltages around any closed loop is zero. The equations are then simplified and solved simultaneously using substitution to find the values of I1 and I2.,4,3,3,4,3.8,"Both questions describe multi-loop electrical circuits requiring advanced analysis techniques (like KVL/mesh analysis). The 'Similar Question' even explicitly states the common approach for such problems (mesh currents). The complexity may differ in the number of loops, but the fundamental conceptual approach is the same.",google,gemini-2.5-flash
cf868,Physics,"A uniformely charged thin rod having uniform charge density is placed against a vertical wall as shownin figure. Its end Q is moved with constant velocity v and initially θ being 60° then before the instant θ becomes zero.

The diagram shows a uniformly charged thin rod placed against a vertical wall. The rod has positive charges uniformly distributed along its length. The end Q of the rod is in contact with the horizontal x-axis, and the end P is in contact with the vertical y-axis. The angle between the rod and the x-axis is labeled as θ. An arrow labeled 'v' indicates the velocity of point Q along the positive x-axis. The origin O is at the intersection of the x and y axes.","An insulating rod of uniform linear charge density $\lambda$ and uniform linear mass density $\mu$ lies on a smooth table whose surface is x-y plane. A uniform electric field E is switched on.
(a) If electric field is along x-axis, the speed of the rod when it has travelled a distance d is $\sqrt{\frac{2\lambda Ed}{\mu}}$
(b) If electric field E is an angle $\theta(<90^\circ)$ with x-axis, the speed of the rod when it has travelled a distance d is $\sqrt{\frac{2\lambda Ed \cos\theta}{\mu}}$
(c) Torque on the rod due to the field about centre of mass in case (b) is into the plane of paper.
(d) Torque on the rod due to the field about centre of mass in case (b) is zero.
Choose the correct statement(s).

The diagram shows an insulating rod with uniform linear charge density lambda and uniform linear mass density mu lying on a smooth table whose surface is the x-y plane. A uniform electric field E is switched on. The rod is oriented vertically with a series of plus signs indicating positive charge. A coordinate system is shown with the x-axis horizontal and the y-axis vertical. Below the diagram are four statements labeled (a) through (d) related to the motion and torque on the rod. Finally, there are four multiple-choice options labeled A through D, each consisting of a pair of letters corresponding to the statements (a, c), (a, d), (b, c), and (b, d) respectively.",0.9589,"The problem involves finding the speed of a uniformly charged rod under the influence of a uniform electric field and determining the torque on the rod about its center of mass. The approach involves calculating the acceleration of the rod using Newton's second law, where the force is given by the product of the total charge and the electric field. The speed is then found using kinematic equations, specifically considering the distance traveled. It is also noted that because the force on the rod is uniformly distributed, the torque about the center of mass is zero.",0,0,1,0,0.5,"Question 1 is about kinematics/dynamics of a constrained rigid body, while the Similar Question is about the dynamics of a charged rod in an electric field (electrodynamics). The 'charged rod' is a superficial commonality; its role in each problem is fundamentally different. Structures are also distinct.",google,gemini-2.5-flash
cf868,Physics,"A uniformely charged thin rod having uniform charge density is placed against a vertical wall as shownin figure. Its end Q is moved with constant velocity v and initially θ being 60° then before the instant θ becomes zero.

The diagram shows a uniformly charged thin rod placed against a vertical wall. The rod has positive charges uniformly distributed along its length. The end Q of the rod is in contact with the horizontal x-axis, and the end P is in contact with the vertical y-axis. The angle between the rod and the x-axis is labeled as θ. An arrow labeled 'v' indicates the velocity of point Q along the positive x-axis. The origin O is at the intersection of the x and y axes.","charge Q is fixed at one end of an electrically insulated rod of cross-sectional area A and Young's modulus Y. The rod is placed in space in electric field E and directed parallel to length of the rod as shown. Next elongation in this rod is
e 'Q' is held fixed and another charged particle of mass ed from a distance 'r'. The impulse of the fo

The diagram shows a rod of length L with a charge Q at one end. The rod is placed in a uniform electric field E, which is directed parallel to the length of the rod. The length of the rod is labeled as 'L' with arrows indicating its direction. The electric field 'E' is shown with an arrow pointing in the same direction as the length of the rod. The charge 'Q' is located at the right end of the rod.",0.9585,"The problem requires finding the elongation of a rod with charge Q at one end, placed in an electric field E. First, the electric force on the charge is determined using \( F = QE \). Then, the stress developed in the rod is calculated as force per unit area, \( \sigma = \frac{QE}{A} \). Young's modulus, which relates stress to strain, is used to find the elongation \( \Delta L \) using the formula \( Y = \frac{\sigma}{\epsilon} \), where \( \epsilon = \frac{\Delta L}{L} \). Finally, the elongation is found by rearranging the formula to \( \Delta L = \frac{QEL}{AY} \).",0,2,2,0,0.5,"Question 1 is kinematics/dynamics. The Similar Question, despite being truncated, primarily deals with elongation due to electric force (elasticity and electrostatics) or point charge interactions (Coulomb's law, impulse). The underlying physics concepts are entirely different. Both are problem setups, giving minor structural similarity.",google,gemini-2.5-flash
cfe6c,Mathematics,"का मान है:
$\begin{vmatrix} a & a+b & a+b+c \\ 2a & 3a+2b & 4a+3b+2c \\ 3a & 6a+3b & 10a+6b+3c \end{vmatrix}$

The image contains a determinant with three rows and three columns. The elements of the determinant are algebraic expressions involving variables a, b, and c. The first row consists of a, a+b, and a+b+c. The second row consists of 2a, 3a+2b, and 4a+3b+2c. The third row consists of 3a, 6a+3b, and 10a+6b+3c.","Prove that

$\begin{vmatrix} a-b-c & 2a & 2a \\ 2b & b-c-a & 2b \\ 2c & 2c & c-a-b \end{vmatrix} = (a+b+c)^3$

The image shows a determinant of a 3x3 matrix set equal to an algebraic expression. The determinant consists of the following elements: the first row contains 'a-b-c', '2a', and '2a'; the second row contains '2b', 'b-c-a', and '2b'; and the third row contains '2c', '2c', and 'c-a-b'. The determinant is equated to the expression '(a+b+c)^3'.",0.9862,"To prove the given determinant identity, we apply row and column operations to simplify the determinant. First, we add rows $R_2$ and $R_3$ to $R_1$, which allows us to factor out $(a+b+c)$ from the first row. Next, we apply column operations $C_2 - C_1$ and $C_3 - C_1$ to create zeros in the first row and simplify the determinant. Expanding the determinant along the first row, we are left with a diagonal matrix. The determinant simplifies to $(a+b+c) \times (a+b+c)^2$, which equals $(a+b+c)^3$, proving the identity.",4,3,3,4,3.8,"Both questions involve evaluating or proving identities for 3x3 determinants with algebraic entries. The core concept of determinant properties and calculation is identical. The methods (row/column operations) are highly transferable, differing only in the specific operations needed for each matrix.",google,gemini-2.5-flash
cfe6c,Mathematics,"का मान है:
$\begin{vmatrix} a & a+b & a+b+c \\ 2a & 3a+2b & 4a+3b+2c \\ 3a & 6a+3b & 10a+6b+3c \end{vmatrix}$

The image contains a determinant with three rows and three columns. The elements of the determinant are algebraic expressions involving variables a, b, and c. The first row consists of a, a+b, and a+b+c. The second row consists of 2a, 3a+2b, and 4a+3b+2c. The third row consists of 3a, 6a+3b, and 10a+6b+3c.","The value of | a a+b a+b+c 2a 3a+2b 4a+3b+2c 3a 6a+3b 10a+6b+3c | is equal to:

The image contains a determinant with three rows and three columns. The elements of the determinant are algebraic expressions involving the variables a, b, and c. The first row consists of a, a+b, and a+b+c. The second row consists of 2a, 3a+2b, and 4a+3b+2c. The third row consists of 3a, 6a+3b, and 10a+6b+3c.",0.9898,"To evaluate the determinant, we apply a series of column operations to simplify it. First, we subtract $C_1$ from $C_2$, and then $C_2$ from $C_3$, followed by subtracting $C_1$ from $C_3$. Next, we use row operations $R_2 - 2R_1$ and $R_3 - 3R_1$ to create zeros in the first column. Finally, we expand the determinant along the first column to find the value, which simplifies to $a^3$.",4,4,4,4,4.0,"These are essentially identical questions. Both ask for the value of the exact same 3x3 determinant. The conceptual basis, structure, difficulty, and transferability are perfectly matched.",google,gemini-2.5-flash
d051d,Chemistry,The image shows a chemical reaction scheme. Reactant 'X' is subjected to ozonolysis (i. O3) followed by reductive workup with zinc in water (ii. Zn/H2O). The product of this reaction is a molecule with two ketone groups. The reactant 'X' is converted into product (iv) after the reaction.,"Consider the given reaction. The total number of oxygen atom/s present per molecule of the product $$(\mathrm{P})$$ is _________.

The image illustrates a chemical reaction where a cyclic ketone reacts with ozone (O3) in the presence of zinc and acetic acid (CH3COOH) to produce a product labeled as 'P'. The cyclic ketone is a six-membered ring with a carbonyl group (C=O) at one position and a methyl group (CH3) attached to the carbon adjacent to the carbonyl group. The reaction arrow indicates the transformation of the reactant to the product, with ozone and zinc/acetic acid serving as reagents.",0.9678,"The question asks to find the total number of oxygen atoms present per molecule of the product (P). By observing the reaction, it can be seen that the product (P) contains one oxygen atom. Therefore, the total number of oxygen atoms present per molecule is 1.",3,2,2,3,3.0,"Both questions revolve around reductive ozonolysis. Question 1 requires working backward from a described product to infer the reactant, while the Similar Question requires working forward from a specific reactant to identify and count atoms in the product. The core reaction mechanism is the same, but the task and direction of problem-solving differ.",google,gemini-2.5-flash
d051d,Chemistry,The image shows a chemical reaction scheme. Reactant 'X' is subjected to ozonolysis (i. O3) followed by reductive workup with zinc in water (ii. Zn/H2O). The product of this reaction is a molecule with two ketone groups. The reactant 'X' is converted into product (iv) after the reaction.,"Which of the following compound on reductive ozonolysis (O3/Zn-H2O) will give octane-2,4,5,7 tetraone?",0.9673,"The given compound undergoes reductive ozonolysis (O3/Zn-H2O) to yield Octane-2,4,5,7 tetraone. The reaction involves the cleavage of the double bonds in the reactant, followed by the formation of carbonyl groups (ketones) at the carbon atoms that were part of the double bonds. Zn/H2O is used as a reducing agent.",4,3,3,4,3.8,Both questions require working backward from the product of a reductive ozonolysis reaction to identify the original alkene/alkyne reactant. The conceptual approach (reconnecting carbonyls) is identical and highly transferable. The structural difference is minor (open-ended vs. implying multiple choice).,google,gemini-2.5-flash
d0acd,Chemistry,"कॉलम-1
(A) STP पर H₂ गैस
(B) STP पर O₂ गैस का घनत्व 10/7 g/L से अधिक होता है
(C) STP पर SO₂ गैस का घनत्व 20/7 g/L से अधिक होता है
(D) STP पर He गैस का घनत्व 1/5.6 g/L से कम होता है।
कॉलम-II
(p) मोलर आयतन = 22.4 L
(q) मोलर आयतन > 22.4 L
(r) आदर्श गैस की तुलना में अधिक संपीड्य है।
(s) आदर्श गैस की तुलना में कम संपीड्य है।","0°C ताप व 1 वायुमण्डलीय दाब पर एक पात्र 22.4 लीटर गैस रखता है। पात्र में आर्गन, ऑक्सीजन तथा सल्फर डाइऑक्साइड गैसों का मिश्रण रखा जाता है। जिसमें,
(a) $SO_2$ का आंशिक दाब = $O_2$ का आंशिक दाब + Ar का आंशिक दाब
(b) $O_2$ का आंशिक दाब = 2 × Ar का आंशिक दाब
इन परिस्थितियों में गैस मिश्रण के घनत्व की गणना कीजिये ?",0.9635,"To calculate the density of the gas mixture, we first determine the partial pressures of each gas (Ar, O2, and SO2) using the given relationships and the total pressure. Then, we calculate the mole fractions of each gas by dividing their partial pressure by the total pressure. Next, we compute the average molar mass of the mixture using the mole fractions and molar masses of the individual gases. Finally, we use the ideal gas law to find the density of the mixture, using the total pressure, average molar mass, and temperature.",2,0,2,1,1.5,"Both questions relate to properties of gases at STP, including density and deviations from ideal gas behavior. However, Question 1 is a column-matching task focused on real gas properties and compressibility, while the Similar Question involves calculating density for a gas mixture and applying Dalton's Law of Partial Pressures. Structural and problem-solving approaches are very different.",google,gemini-2.5-flash
d0acd,Chemistry,"कॉलम-1
(A) STP पर H₂ गैस
(B) STP पर O₂ गैस का घनत्व 10/7 g/L से अधिक होता है
(C) STP पर SO₂ गैस का घनत्व 20/7 g/L से अधिक होता है
(D) STP पर He गैस का घनत्व 1/5.6 g/L से कम होता है।
कॉलम-II
(p) मोलर आयतन = 22.4 L
(q) मोलर आयतन > 22.4 L
(r) आदर्श गैस की तुलना में अधिक संपीड्य है।
(s) आदर्श गैस की तुलना में कम संपीड्य है।",(C) SO₂ gas at STP having density more than 20/7 g/L,0.971,"The density of SO₂ gas at STP was calculated using the formula \(\rho = \frac{M}{V_m}\), where M is the molar mass of the gas and \(V_m\) is the molar volume at STP (22.4 L/mol). The molar mass of SO₂ was found by summing the atomic masses of its constituent atoms. The calculated density was then compared with the given value (20/7 g/L) to determine if the statement about SO₂ density being more than 20/7 g/L is correct.",4,2,3,4,3.5,"The Similar Question is literally one of the options (C) presented in Question 1. Therefore, the conceptual understanding and specific calculation/reasoning required for that part are identical. The overall structure differs (matching vs. single statement), but the core task is the same.",google,gemini-2.5-flash
d14d6,Mathematics,x^{\log_{10}x} = \frac{100}{x},3^{\left(\log_{3}x\right)^{2}}+x^{\log_{3}x}=162,0.9806,"First, identify the domain of the logarithmic function, noting that x > 0. Simplify the equation using the property a^(log_c b) = b^(log_c a). Substitute y = log_3 x to transform the equation into a simpler exponential form. Solve for y, then back-substitute to find the values of x. Finally, verify that the solutions satisfy the domain condition.",4,4,4,4,4.0,"Both are classic problems involving solving exponential equations by taking logarithms on both sides, applying logarithmic properties, and then solving a resulting algebraic equation (typically quadratic). The underlying concepts, solution steps, and difficulty are almost identical, making them highly transferable.",google,gemini-2.5-flash
d14d6,Mathematics,x^{\log_{10}x} = \frac{100}{x},log²(100x)+log²(10x)=14+log(1/x),0.9806,"First, identify the domain of the variable x. Then, simplify the given equation using properties of logarithms, such as \( \log(ab) = \log a + \log b \) and \( \log(1/x) = -\log x \). Introduce a substitution \( y = \log x \) to transform the equation into a quadratic equation in terms of y. Solve the quadratic equation for y, and then back-substitute to find the values of x. Finally, verify that the solutions satisfy the domain condition.",3,4,3,3,3.5,"Both questions involve solving logarithmic equations. Question 1 requires an initial step of taking logarithms to transform it, while the Similar Question is already in a logarithmic form. Both then require applying logarithmic properties and solving a quadratic equation in terms of a substituted variable. The core method is highly similar, but the initial setup differs slightly.",google,gemini-2.5-flash
d14e3,Mathematics,(x^2-1)sinx \frac{dy}{dx} + [2xsinx + (x^2-1)cosx]y - (x^2-1)cosx = 0,"(x²-1) sinx dy/dx +[2x sinx + (x²- 1) cosx ]y - (x2 – 1) cosx = 0.

The image contains a mathematical equation involving trigonometric functions, derivatives, and algebraic expressions. The equation is: (x²-1)sinx dy/dx + [2xsinx + (x²-1)cosx]y - (x²-1)cosx = 0. It includes terms with x², sinx, cosx, dy/dx, and y.",0.9803,"The given differential equation was first recognized as an exact form. It was observed that the coefficient of y is the derivative of (x²-1)sinx. The equation was then integrated on both sides. To do this, integration by parts was used to solve the integral on the RHS. Finally, the equation was simplified to isolate 'y' and obtain the final solution.",4,4,4,4,4.0,"The two questions are mathematically identical, differing only in minor typographic variations (e.g., `x^2` vs `x²`).",google,gemini-2.5-flash
d14e3,Mathematics,(x^2-1)sinx \frac{dy}{dx} + [2xsinx + (x^2-1)cosx]y - (x^2-1)cosx = 0,(x - y^2) dx + 2xy dy = 0,0.9806,"First, check if the given differential equation is exact by verifying if $\frac{\partial M}{\partial y} = \frac{\partial N}{\partial x}$. If not exact, find an integrating factor (IF) using the formula $\frac{1}{N} (\frac{\partial M}{\partial y} - \frac{\partial N}{\partial x})$ to see if it is a function of $x$ only. Compute the integrating factor as $e^{\int -\frac{2}{x} dx} = \frac{1}{x^2}$. Multiply the original equation by the integrating factor to make it exact. Integrate the new $M'$ with respect to $x$ to find $F(x, y)$, and then differentiate $F(x, y)$ with respect to $y$. Equate this to $N'$ to find $h'(y)$ and thus $h(y)$. The general solution is then given by $F(x, y) = C$",3,2,3,3,2.75,"Both are first-order ordinary differential equations. However, their specific forms (`dy/dx` vs `Mdx+Ndy`), coefficient complexity, and direct solution methods are distinctly different.",google,gemini-2.5-flash
d192c,Mathematics,L = exp( ∫₀¹ ln(1+x) dx ),$\int_{0}^{1} x \ln(1+2x) dx$,0.9849,"To solve the integral $\int_{0}^{1} x \ln(1+2x) dx$, we use Integration by Parts (IBP). Following the LIATE rule, we choose $u = \ln(1+2x)$ and $dv = x dx$. After applying IBP, we simplify the resulting integral $\int \frac{x^2}{1+2x} dx$ by performing polynomial division or algebraic manipulation to express it as $\frac{1}{2}x - \frac{1}{4} + \frac{1}{4(2x+1)}$. We then integrate this simplified expression to get $\frac{x^2}{4} - \frac{x}{4} + \frac{1}{8} \ln(2x+1)$. Finally, we substitute back and evaluate the definite integral from $0$ to $1$ to obtain the final answer.",3,3,3,3,3.0,"Both questions involve evaluating definite integrals of logarithmic functions over the same limits, typically requiring integration by parts. The specific integrands and the `exp` wrapper in the first question introduce minor variations.",google,gemini-2.5-flash
d192c,Mathematics,L = exp( ∫₀¹ ln(1+x) dx ),$\int_{1}^{e} (\frac{1}{\sqrt{x \ln x}} + \sqrt{\frac{\ln x}{x}}) dx$,0.9838,"First, the integrand was simplified by combining the two terms into a single fraction. Then, it was recognized that the simplified integrand is the derivative of $2\sqrt{x \ln x}$. Following this, the Fundamental Theorem of Calculus was applied to evaluate the integral as $2\sqrt{x \ln x}$ evaluated from 1 to e. Finally, the values at the limits of integration were substituted to find the final answer.",2,2,3,2,2.25,"Both are definite integrals, but they employ different primary integration techniques (integration by parts vs. substitution) and feature distinct types of functions (logarithmic vs. radical/logarithmic). The limits of integration also differ.",google,gemini-2.5-flash
d2eb7,Mathematics,$\int_{\frac{\pi}{6}}^{\frac{\pi}{3}} sin 2x \ln (\tan x) dx$,\int_{0}^{\pi/2} (\sin x)^{x} (\ln(\sin x) + x \cot x) dx \text{ is },0.9838,"The solution uses the fact that the integral can be expressed as the derivative of (sin x)^x. It then evaluates this expression at the limits of integration, π/2 and 0. Finally, it calculates the limit of (sin x)^x as x approaches 0, which is found to be 1, leading to the final answer of 0.",1,1,2,1,1.25,"Both are definite integrals, but the first is a standard integration problem, while the second is a specialized 'trick' question designed to test recognition of the derivative of $f(x)^{g(x)}$, requiring a different and more specific conceptual insight.",google,gemini-2.5-flash
d2eb7,Mathematics,$\int_{\frac{\pi}{6}}^{\frac{\pi}{3}} sin 2x \ln (\tan x) dx$,$\int_{0}^{\pi/4} x.sec^{2} xdx =$,0.9835,"The solution uses integration by parts to evaluate the definite integral. The integral is of the form $\int u dv$, where $u = x$ and $dv = \sec^2 x dx$. Thus, $du = dx$ and $v = \tan x$. Applying integration by parts, the integral becomes $x \tan x - \int \tan x dx$. The integral of $\tan x$ is $-\ln |\cos x| = \ln |\sec x|$. Therefore, the original integral is equal to $x \tan x - \ln |\sec x|$ evaluated from $0$ to $\pi/4$. Plugging in the limits of integration, we get $(\frac{\pi}{4} \tan(\frac{\pi}{4}) - \ln(\sec(\frac{\pi}{4}))) - (0 \tan(0) - \ln(\sec(0)))$. Since $\tan(\frac{\pi}{4}) = 1$, $\sec(\frac{\pi}{4}) = \sqrt{2}$, $\tan(0) = 0$, and $\sec(0) = 1$, the expression simplifies to $\frac{\pi}{4} - \ln(\sqrt{2})$.",3,3,3,4,3.25,"Both questions are standard definite integrals that primarily test the application of integration by parts. While the specific functions and limits differ, the fundamental technique required for solving them is nearly identical.",google,gemini-2.5-flash
d35a4,Chemistry,प्रभावी नाभिकीय आवेश (Zeff) के संदर्भ में निम्न में से कौनसा कथन सामान्यतः सही है :,Moseley plotted:,0.955,"Moseley plotted the square root of frequency ($\\\sqrt \\upsilon$) against atomic number (Z), resulting in a straight line, which can be represented by the equation $\sqrt \upsilon   = a(Z - b)$.",2,2,2,2,2.0,"Both questions relate to atomic structure and properties in chemistry/physics. The first asks for an understanding of effective nuclear charge. The second is a factual recall question about Moseley's experiment, a foundational concept for atomic number.",google,gemini-2.5-flash
d35a4,Chemistry,प्रभावी नाभिकीय आवेश (Zeff) के संदर्भ में निम्न में से कौनसा कथन सामान्यतः सही है :,The Z-configuration in the following is,0.9538,"The Z-configuration is identified by observing that the two $F$ atoms, which have the same priority, are located on the same side of the structure.",0,0,0,0,0.0,"The first question pertains to effective nuclear charge (inorganic/physical chemistry), while the second refers to Z-configuration (organic chemistry stereochemistry). These are entirely unrelated concepts from different branches of chemistry.",google,gemini-2.5-flash
d477d,Physics,"वर्नियर कैलिपर्स के मुख्य पैमाने का एक विभाजन 1 mm का पाठ देता है एवं वर्नियर पैमाने के 10 विभाजन मुख्य पैमाने के 9 के समान हैं। जब इस यंत्र के दोनों जबडे आपस में एक-दूसरे को छूते हैं, तो वर्नियर पैमाने के संपाती होता है। जब जबड़ों व गोलाकार गोलक को कसा जाता है, तो वर्नियर पैमाने का शून्य 4.1 cm एवं 4.2cm के बीच पड़ता है एवं छट्वाँ वर्नियर संपाती होता है। गोलक का व्यास _______ × 10-2 cm होगा।",एक आयताकार प्लेट की लम्बाई एक मीटर स्केल से 10.0 cm मापी गई। इसकी चौड़ाई वर्नियर कैलीपर्स से 1.00 cm मापी गई स्केल और वर्नियर कैलीपर्स का अल्पतमांक क्रमशः 0.1 cm और 0.001 cm है (सामान्यत) क्षेत्रफल मापन में अधिकतम (permissible) त्रुटि है -,0.9699,"First, identify the given parameters, including the length ($L$) and width ($W$) of the rectangular plate, along with their respective absolute errors ($\Delta L$ and $\Delta W$). Calculate the area $A$ using the formula $A = L \times W$. Then, calculate the relative errors in both length and width using the formulas $\frac{\Delta L}{L}$ and $\frac{\Delta W}{W}$, respectively. Apply the error propagation formula for the product of two quantities, which states that the maximum relative error in the area is the sum of the relative errors in length and width: $\frac{\Delta A}{A} = \frac{\Delta L}{L} + \frac{\Delta W}{W}$. Substitute the calculated relative errors into the formula to find the relative error in the area. Finally, calculate the absolute error in the area ($\Delta A$) by multiplying the area $A$ by the calculated relative error $\frac{\Delta A}{A}$. Round the result to one decimal place to match the given options.",3,3,3,3,3.0,"Both questions are from experimental physics involving precision measurements. The first focuses on direct measurement using Vernier calipers, including zero error. The second involves using Vernier caliper readings to calculate maximum permissible error in a derived quantity, adding error analysis.",google,gemini-2.5-flash
d477d,Physics,"वर्नियर कैलिपर्स के मुख्य पैमाने का एक विभाजन 1 mm का पाठ देता है एवं वर्नियर पैमाने के 10 विभाजन मुख्य पैमाने के 9 के समान हैं। जब इस यंत्र के दोनों जबडे आपस में एक-दूसरे को छूते हैं, तो वर्नियर पैमाने के संपाती होता है। जब जबड़ों व गोलाकार गोलक को कसा जाता है, तो वर्नियर पैमाने का शून्य 4.1 cm एवं 4.2cm के बीच पड़ता है एवं छट्वाँ वर्नियर संपाती होता है। गोलक का व्यास _______ × 10-2 cm होगा।","स्क्रूगेज की पिच 0.5mm है तथा इसके वृत्ताकार पैमाने में 100 भाग है। जब दांतो (jaws) के बीच कोई वस्तु नहीं रखी हो तो यह यंत्र वृत्तीय पैमाने के +2 भाग पढ़ता है। तार का व्यास मापने पर मुख्य पैमाने के 8 भाग, और वृत्तीय पैमाने के 83 वें भाग निर्देश रेखा से सम्पाती होते है तो तार का व्यास होगा -",0.9658,"To find the diameter of the wire using a screw gauge, first calculate the least count (LC) by dividing the pitch of the screw gauge by the number of divisions on the circular scale. Then, determine the zero error (ZE) by multiplying the instrument's reading when the jaws are closed by the least count. Calculate the main scale reading (MSR) by multiplying the number of main scale divisions by the pitch. Next, calculate the circular scale reading (CSR) by multiplying the coinciding circular scale division by the least count. Find the observed reading (OR) by adding the MSR and CSR. Finally, correct the observed reading by subtracting the zero error from it to get the accurate diameter of the wire.",4,4,4,4,4.0,"Both questions are from experimental physics, requiring the calculation of a physical quantity using a precision instrument. While one uses a Vernier caliper and the other a screw gauge, the conceptual steps (least count, zero error, main scale reading + coinciding division * LC) and the problem structure are fundamentally the same.",google,gemini-2.5-flash
d4cd5,Mathematics,"α ∈ N के लिए, N पर एक संबंध R,R = {(x, y) : 3x + αy, 7 का एक गुणज है} द्वारा दिया गया है। संबंध R एक तुल्यता संबंध यदि और केवल यदि :","उस अवयव की न्यूनतम संख्या जिनको सम्बन्ध R = {(1, 2), (2, 3)} के समुच्चय {1, 2, 3} में जोड़ने पर यह तुल्यता सम्बन्ध होगी",0.9762,"To make the relation R = {(1, 2), (2, 3)} on the set {1, 2, 3} an equivalence relation, we need to ensure it is reflexive, symmetric, and transitive.

1.  Reflexivity: Add (1, 1), (2, 2), and (3, 3) to R.
2.  Symmetry: Add (2, 1) and (3, 2) to R.
3.  Transitivity: Add (1, 3) and (3, 1) to R.

After these additions, the relation becomes R3 = {(1, 1), (2, 2), (3, 3), (1, 2), (2, 1), (2, 3), (3, 2), (1, 3), (3, 1)}, which is an equivalence relation. A total of 7 elements were added to the original relation.",2,1,2,1,1.5,"Both questions relate to equivalence relations. However, the first asks for a condition on a parameter in an abstract relation involving modular arithmetic, while the second asks to complete a specific finite relation on a small set. The conceptual understanding of equivalence properties is shared, but the application and required techniques are quite different.",google,gemini-2.5-flash
d4cd5,Mathematics,"α ∈ N के लिए, N पर एक संबंध R,R = {(x, y) : 3x + αy, 7 का एक गुणज है} द्वारा दिया गया है। संबंध R एक तुल्यता संबंध यदि और केवल यदि :","माना R वास्तविक संख्याओं का समुच्चय है :
कथन-1: $A = \{(x, y) \in R \times R : y - x$ एक पूर्णाक है$\}\$ R पर एक तुल्यता संबंध है।
कथन-2: $B = \{(x, y) \in R \times R : x = \alpha y$ किसी परिमेय संख्या $\alpha$ के लिए$\}\$ R पर एक तुल्यता संबंध है।",0.973,"The solution determines whether two given statements define equivalence relations on the set of real numbers R. An equivalence relation must be reflexive, symmetric, and transitive. For Statement-1, A = {(x, y) ∈ R × R : y - x is an integer}, it is shown to be reflexive because x - x = 0 is an integer, symmetric because if y - x is an integer, then x - y is also an integer, and transitive because if y - x and z - y are integers, then z - x is also an integer. Thus, Statement-1 is an equivalence relation. For Statement-2, B = {(x, y) ∈ R × R : x = αy for some rational number α}, it is reflexive because x = 1*x where 1 is rational, but it fails to be symmetric. A counterexample (0, 1) is provided where 0 = 0*1, but 1 ≠ β*0 for any rational β. Since Statement-2 is not symmetric, it is not an equivalence relation. Therefore, Statement-1 is true, and Statement-2 is false.",4,2,3,4,3.2,"Both questions require determining if a given relation is an equivalence relation by checking reflexivity, symmetry, and transitivity. The first asks for a parameter condition, while the second asks to evaluate two separate statements. The core mathematical task and reasoning are highly similar, though the output format differs.",google,gemini-2.5-flash
